시구,설치장소,주소,급속충전기(대),완속충전기(대)
전체,칠산서부동 주민자치센터,경상남도 김해시 풍유동 401-4,1 ,0 
전체,클레이아크미술관,경상남도 김해시 진례면 송정리 358,1 ,0 
전체,테크노밸리 상우주차장,경상남도 김해시 진례면 고모리 1577-7,1 ,0 
전체,테크노밸리 상평주차장,경상남도 김해시 진례면 담안리 1563-6,1 ,0 
전체,한림리츠빌,경상남도 김해시 삼문동 64-1,1 ,2 
전체,행복민원청사,경상남도 김해시 부원동 625-1,1 ,0 
전체,화정글샘도서관,경상남도 김해시 삼계동 1437,1 ,0 
전체,화정마을6단지부영 아파트,경상남도 김해시 삼계동 1435,1 ,3 
전체,화정마을아이파크가야,경상남도 김해시 삼계동 1439-5,1 ,3 
전체,공산 농민문화 체육센터 충전소,"전라남도 나주시 공산면 공산로 140-8 (남창리, 나주시농어민문화체육센터)",1 ,0 
전체,광주전남혁신1단지부영 아파트,전라남도 나주시 빛가람동 325,1 ,3 
전체,금안한글마을,전라남도 나주시 노안면 금안리 76,1 ,0 
전체,기업개발원,전라남도 나주시 빛가람동 301-1,1 ,0 
전체,나주1차대방노블랜드 아파트,"전라남도 나주시 대호길 76-8 (대호동, 대방노블랜드1차아파트)",1 ,3 
전체,나주교통차고지,전라남도 나주시 왕곡면 장산리 9-1,2 ,0 
전체,나주대호2차호반리젠시빌,"전라남도 나주시 대호길 45-17 (대호동, 호반리젠시빌)",0 ,2 
전체,나주삼성아파트,전라남도 나주시 죽림동 죽림길 71,0 ,2 
전체,나주시청,전라남도 나주시 송월동 100,1 ,0 
전체,나주지사,전라남도 나주시 왕건길 53,2 ,6 
전체,나주혁신영무예다음 아파트,"전라남도 나주시 월정1길 20 (빛가람동, 영무예다음 아파트)",1 ,3 
전체,나주혁신중흥S클래스센트럴1차,"전라남도 나주시 우정로 77 (빛가람동, 빛가람 중흥S-CLASS센트럴1차)",1 ,3 
전체,남내동 교통약자 전기차 충전소,전라남도 나주시 남내동 67,1 ,0 
전체,남평동사리공용주차장,전라남도 나주시 남평읍 동사리 336-4,1 ,0 
전체,동신대학교,전라남도 나주시 대호동 252,1 ,0 
전체,반남국립박물관,전라남도 나주시 반남면 신촌리 262-1,1 ,0 
전체,보성파워텍,전라남도 나주시 동수동 402-9,1 ,0 
전체,빛가람 우미린 아파트,전라남도 나주시 빛가람동 135,1 ,1 
전체,빛가람 주민센터,전라남도 나주시 빛가람동 202,1 ,0 
전체,빛가람 중흥S클래스 센트럴2차,"전라남도 나주시 우정로 101 (빛가람동, 빛가람 중흥S-CLASS센트럴 2차)",1 ,3 
전체,빛가람LH1단지,전라남도 나주시 빛가람동 그린로 63,1 ,0 
전체,빛가람LH2단지,"전라남도 나주시 중야1길 42 (빛가람동, 빛가람엘에이치2단지아파트)",1 ,1 
전체,빛가람LH4단지아파트,"전라남도 나주시 그린로 276 (빛가람동, 빛가람엘에이치4단지아파트)",1 ,3 
전체,빛가람동 공용차고지,전라남도 나주시 빛가람동 893,2 ,0 
전체,빛가람동호수공원,전라남도 나주시 빛가람동 346-1,2 ,0 
전체,빛가람로제비앙,"전라남도 나주시 그린로 153 (빛가람동, 대광로제비앙)",1 ,3 
전체,사립학교교직원연금공단,전라남도 나주시 빛가람동 348,2 ,0 
전체,성북동 주민센터,전라남도 나주시 성북동 145-6,1 ,0 
전체,송월주공 아파트,전라남도 나주시 송월동 660,1 ,3 
전체,식품산업연구센터,전라남도 나주시 동수동 385-5,1 ,0 
전체,에너지밸리산학융합원,전라남도 나주시 동수동 394-5,1 ,0 
전체,이창동 주민센터,전라남도 나주시 이창동 511-9,1 ,0 
전체,천연염색문화관,전라남도 나주시 다시면 회진리 163,1 ,0 
전체,한국농어촌공사 본사,전라남도 나주시 빛가람동 358,2 ,0 
전체,한전본사 남측주차장(공용),전라남도 나주시 빛가람동 120,1 ,7 
전체,한전본사 지하주차장,전라남도 나주시 빛가람동 120,0 ,15 
전체,한전본사 파빌리온주차장,전라남도 나주시 전력로 55,0 ,2 
전체,한전본사 파빌리온주차장(공용),전라남도 나주시 빛가람동 120,1 ,1 
전체,강변코오롱,대구광역시 남구 봉덕동 봉덕로 134,1 ,2 
전체,계명대학교 대명캠퍼스,대구광역시 남구 명덕로 104,2 ,0 
전체,교대역월드메르디앙,대구광역시 남구 이천동 이천로19길 68,1 ,2 
전체,남구청 서편 주차장,부산광역시 남구 대연동 1268-1,2 ,0 
전체,다목적체육관,광주광역시 남구 진월동 41-5,1 ,0 
전체,대연경동메르빌,부산광역시 남구 대연동 252-1,1 ,0 
전체,롯데캐슬골드2단지아파트,울산광역시 남구 야음동 881,1 ,4 
전체,무거동롯데캐슬,울산광역시 남구 무거동 1584,0 ,1 
전체,무거위브자이 아파트,울산광역시 남구 무거동 1594,1 ,3 
전체,문수로아이파크1단지,울산광역시 남구 신정동 1639-1,1 ,0 
전체,문현한양아파트,부산광역시 남구 문현동 41,0 ,2 
전체,문화공원 지하주차장,울산광역시 남구 번영로 200,1 ,0 
전체,보훈병원 주차장,광주광역시 남구 주월동 1156-10,1 ,0 
전체,봉선동제일풍경채엘리트파크,광주광역시 남구 봉선동 1092,1 ,0 
전체,부산국제금융센터,부산광역시 남구 문현동 1229-1,6 ,0 
전체,부산문화회관,부산광역시 남구 대연동 848-4,1 ,0 
전체,빛고을 전남대병원,광주광역시 남구 덕남동 113,2 ,0 
전체,삼산 한화 꿈에그린2단지,울산광역시 남구 삼산동 324-17,1 ,1 
전체,아데라움 아파트,울산광역시 남구 삼산동 182-1,1 ,0 
전체,앞산힐스테이트,대구광역시 남구 봉덕동 대덕로 166,1 ,0 
전체,양림마을주차장,광주광역시 남구 양림동 202-27,1 ,0 
전체,양지로공영주차장,대구광역시 남구 대명동 2152-5,1 ,0 
전체,엘지메트로시티 아파트(101동),부산광역시 남구 용호동 176-30,1 ,1 
전체,엘지메트로시티 아파트(123동),부산광역시 남구 용호동 176-30,1 ,1 
전체,엘지메트로시티 아파트(138동),부산광역시 남구 용호동 176-30,1 ,1 
전체,엘지메트로시티 아파트(201동),부산광역시 남구 용호동 176-30,1 ,2 
전체,울산 남구청,울산광역시 남구 달동 1320-1,1 ,0 
전체,울산대공원 남문주차장,울산광역시 남구 옥동 364,2 ,0 
전체,울산대공원 정문주차장,울산광역시 남구 옥동 146-1,2 ,0 
전체,울산지사,울산광역시 남구 신정동 142-1,1 ,5 
전체,울산지사(공용),울산광역시 남구 신정동 142-1,0 ,1 
전체,제일풍경채에듀파크1단지,광주광역시 남구 행암동 526,0 ,2 
전체,제일풍경채에듀파크2차,광주광역시 남구 행암동 562,1 ,2 
전체,주월3단지이지더원 아파트,광주광역시 남구 봉선동 1148,0 ,1 
전체,진월 국제테니스장,광주광역시 남구 진월동 540,2 ,0 
전체,협성현대 아파트,울산광역시 남구 무거동 931-1,0 ,1 
전체,홈플러스 남대구점,대구광역시 남구 대명로 116,1 ,0 
전체,효천1중흥S-클래스에코파크,광주광역시 남구 임암동 855,0 ,6 
전체,효천2지구 중흥S클래스,광주광역시 남구 행암동 530,1 ,0 
전체,LH인천본부,인천광역시 남동구 논현동 639-1,2 ,0 
전체,간석래미안자이,인천광역시 남동구 간석동 939-1,1 ,2 
전체,간석한신더휴,인천광역시 남동구 간석동 616-6,0 ,3 
전체,구월 아시아드선수촌 1단지,인천광역시 남동구 구월동 1486,1 ,3 
전체,구월아시아드선수촌6단지,인천광역시 남동구 구월동 1524,1 ,1 
전체,구월아시아드선수촌센트럴자이 아파트,인천광역시 남동구 구월동 1510,1 ,3 
전체,구월힐스테이트1단지,인천광역시 남동구 구월동 23,2 ,3 
전체,남동논현도서관,인천광역시 남동구 논현동 611-7,1 ,0 
전체,남촌농산물도매시장 전기차충전소,인천광역시 남동구 남촌동 177-1,4 ,0 
전체,냇마을신영지웰아파트,인천광역시 남동구 논현동 604-1,0 ,5 
전체,논현힐스테이트 아파트,인천광역시 남동구 논현동 732-1,1 ,3 
전체,만수영풍 아파트b단지,인천광역시 남동구 만수동 848,0 ,1 
전체,서창 LH3단지 청아안,인천광역시 남동구 서창동 639,1 ,2 
전체,서창 서해그랑블,인천광역시 남동구 서창동 540,1 ,2 
전체,서창LH6단지,인천광역시 남동구 서창동 695,1 ,2 
전체,서창LH8단지 아파트,인천광역시 남동구 서창동 692,1 ,3 
전체,서창센트럴푸르지오,인천광역시 남동구 서창동 682,0 ,2 
전체,서창현대모닝사이드,인천광역시 남동구 서창동 545,1 ,3 
전체,에코메트로10단지,인천광역시 남동구 논현동 773-1,1 ,1 
전체,에코메트로3차더타워 아파트,인천광역시 남동구 논현동 751-1,1 ,3 
전체,에코메트로7단지,인천광역시 남동구 논현동 757-1,1 ,0 
전체,에코메트로한화12단지관리소,인천광역시 남동구 논현동 755-4,1 ,4 
전체,인천광역시청,인천광역시 남동구 구월동 1138,1 ,0 
전체,한화에코메트로11단지,인천광역시 남동구 논현동 774-1,0 ,6 
전체,한화에코메트로5단지아파트,인천광역시 남동구 논현동 755-1,1 ,2 
전체,LH호평1단지,경기도 남양주시 호평동 458-9,1 ,3 
전체,궁의문아파트,경기도 남양주시 진접읍 연평리 846,0 ,2 
전체,농업기술센터,경기도 남양주시 진건읍 사능리 92-1,1 ,0 
전체,다산체육공원,경기도 남양주시 다산동 6033,1 ,0 
전체,덕소건영 아파트,경기도 남양주시 와부읍 도곡리 1117,1 ,3 
전체,덕소두산위브 아파트,경기도 남양주시 와부읍 도곡리 985,1 ,4 
전체,덕소쌍용아파트,경기도 남양주시 와부읍 도곡리 993,1 ,3 
전체,덕소아이파크 아파트,경기도 남양주시 와부읍 덕소리 612,1 ,1 
전체,마석그랜드힐2차,경기도 남양주시 화도읍 마석우리 71-4,0 ,2 
전체,마석역신도브래뉴 아파트,경기도 남양주시 화도읍 마석우리 598,1 ,2 
전체,모아미래도 아파트,경기도 남양주시 별내동 불암로 336,1 ,0 
전체,미리내마을 4-2단지,경기도 남양주시 별내동 1048,0 ,4 
전체,미리내마을4-4,경기도 남양주시 별내동 1037,0 ,2 
전체,반도유보라메이플타운2.0,경기도 남양주시 다산동 6324,0 ,10 
전체,별내 동익미라벨38단지아파트,경기도 남양주시 별내동 별내중앙로 83,1 ,0 
전체,별내LH별사랑마을2-10단지아파트,경기도 남양주시 별내동 별내3로 251,1 ,0 
전체,별내리슈빌아파트,경기도 남양주시 별내동 별내5로 119,1 ,2 
전체,별내신안인스빌아파트,경기도 남양주시 별내동 순화궁로 18,1 ,3 
전체,별내아이파크1차,경기도 남양주시 별내동 별내3로 285,1 ,2 
전체,별내아이파크2차,경기도 남양주시 별내동 덕송1로 30,1 ,1 
전체,별내우미린아파트,경기도 남양주시 별내동 별내3로 24,1 ,2 
전체,별내하우스토리,경기도 남양주시 별내동 송산로307번길 16,1 ,3 
전체,별빛마을3-5단지,경기도 남양주시 별내동 1054,1 ,3 
전체,별사랑마을2-2단지,경기도 남양주시 별내동 순화궁로 382,1 ,3 
전체,부영그린타운2단지,경기도 남양주시 다산동 4002-1,1 ,4 
전체,부영그린타운3단지,"경기도 남양주시 도농로 34 (도농동, 부영그린타운)",1 ,4 
전체,부영그린타운4단지,경기도 남양주시 다산동 4002-1,1 ,3 
전체,부영그린타운5단지,경기도 남양주시 도농동 2-1,1 ,4 
전체,삼익 아파트,경기도 남양주시 와부읍 덕소리 600-3,1 ,1 
전체,삼익파크힐스,"경기도 남양주시 화도읍 비룡로116번길 40 (묵현리, 삼익파크힐스아파트)",1 ,2 
전체,신일유토빌 아파트,경기도 남양주시 별내동 별내4로 63,1 ,3 
전체,예당마을 신안인스빌아파트,경기도 남양주시 진접읍 해밀예당1로 272,1 ,3 
전체,오남신동아아파트,경기도 남양주시 오남읍 오남리 887,0 ,1 
전체,이마트 진접점,경기도 남양주시 진접읍 금강로유연들1길 154,1 ,0 
전체,진건금강아파트,경기도 남양주시 진건읍 진건오남로 86,1 ,2 
전체,진건현대아파트,경기도 남양주시 진건읍 진건오남로105번길 24-5,1 ,1 
전체,진접롯데캐슬 아파트,경기도 남양주시 진접읍 장현천로 8,1 ,2 
전체,진접센트레빌1단지,경기도 남양주시 진접읍 부평로 32,1 ,4 
전체,진접신창비바패밀리아파트,경기도 남양주시 진접읍 진벌리 657,1 ,1 
전체,퇴계원금호어울림,경기도 남양주시 퇴계원면 퇴계원로 141,1 ,3 
전체,평내마을 주공 아파트,"경기도 남양주시 평내로 46 (평내동, 평내마을주공아파트)",1 ,1 
전체,평내상록데시앙 아파트,경기도 남양주시 평내동 592,1 ,2 
전체,평내화성파크힐즈 아파트,"경기도 남양주시 평내로 76 (평내동, 평내화성파크힐즈)",1 ,1 
전체,하나로마트 진접점,경기도 남양주시 진접읍 해밀예당1로 8,2 ,0 
전체,한국전력공사 남양주지사,경기도 남양주시 다산동 6246,0 ,1 
전체,호평6단지 휴먼시아,경기도 남양주시 호평동 712,1 ,3 
전체,호평KCC스위첸아파트,경기도 남양주시 호평로45번길 11-15,0 ,5 
전체,호평동원로얄듀크 아파트,-,1 ,1 
전체,홈플러스 진접점,경기도 남양주시 진접읍 금강로 1447,1 ,0 
전체,화도수동행정복지센터,경기도 남양주시 화도읍 마석우리 548,1 ,0 
전체,화도효성해링턴플레이스,"경기도 남양주시 화도읍 경춘로2248번길 40 (월산리, 화도 효성해링턴 플레이스)",1 ,1 
전체,힐스테이트황금산,경기도 남양주시 지금동 129-65,1 ,3 
전체,남원문화예술지원센터,전라북도 남원시 하정동 192-4,1 ,0 
전체,남원부영3차 아파트,전라북도 남원시 월락동 642,1 ,1 
전체,남원산이고운코아루,전라북도 남원시 월락동 659,1 ,1 
전체,남원지사,전라북도 남원시 향교동 140,0 ,3 
전체,남원지사(공용),전라북도 남원시 향교동 140,2 ,1 
전체,도통동행정복지센터,전라북도 남원시 도통동 564,1 ,0 
전체,백두대간 생태교육관,전라북도 남원시 운봉읍 주촌리 595-6,1 ,0 
전체,프라임로즈,전라북도 남원시 향교동 153,0 ,1 
전체,나비생태공원,경상남도 남해군 삼동면 봉화리 2136-5,1 ,0 
전체,남해지사,경상남도 남해군 남해읍 심천리 955-1,1 ,2 
전체,농업기술센터,경상남도 남해군 이동면 다정리 985,1 ,0 
전체,동창선 다누리 플랫폼,경상남도 남해군 창선면 오용리 473-1,1 ,0 
전체,보물섬마늘나라,경상남도 남해군 이동면 다정리 906,1 ,0 
전체,서면종합복지관,경상남도 남해군 서면 서상리 707-1,1 ,0 
전체,유배문학관주차장,경상남도 남해군 남해읍 남변리 555,1 ,0 
전체,창선대교주차장,경상남도 남해군 창선면 대벽리 6-5,1 ,0 
전체,공릉2단지라이프 아파트,서울특별시 노원구 공릉동 섬밭로 156,1 ,0 
전체,공릉8단지청솔아파트,서울특별시 노원구 공릉동 91,0 ,2 
전체,공릉대동 아파트,서울특별시 노원구 공릉동 동일로175길 38,0 ,1 
전체,공릉대동2차,서울특별시 노원구 공릉동 동일로195길 39,0 ,2 
전체,공릉대아2차 아파트,서울특별시 노원구 공릉동 492-1,0 ,2 
전체,공릉동부 아파트,서울특별시 노원구 공릉동 공릉로 206,0 ,2 
전체,공릉동현대성우 아파트,서울특별시 노원구 공릉동 공릉로27길 110,0 ,2 
전체,공릉비선아파트,서울특별시 노원구 공릉동 화랑로51길 78,1 ,2 
전체,공릉풍림아파트,서울특별시 노원구 공릉동 섬밭로 139,1 ,2 
전체,노원구청,서울특별시 노원구 상계동 701-1,1 ,0 
전체,노원도봉지사,서울특별시 노원구 상계동 700,1 ,4 
전체,노원우성아파트,서울특별시 노원구 상계동 상계로7길 18,0 ,2 
전체,노원프레미어스엠코,서울특별시 노원구 공릉동 670-20,0 ,2 
전체,대주파크빌 아파트,서울특별시 노원구 공릉동 섬밭로 52,0 ,2 
전체,동신 아파트,서울특별시 노원구 공릉동 공릉로 213,1 ,1 
전체,동진신안 아파트,서울특별시 노원구 중계동 중계로 195,1 ,1 
전체,롯데우성 아파트,서울특별시 노원구 중계동 노원로22길 34,1 ,2 
전체,미주동방벽운 아파트,서울특별시 노원구 상계동 동일로250길 18,0 ,2 
전체,북서울시립미술관,서울특별시 노원구 중계동 508,4 ,0 
전체,삼육대학교,서울특별시 노원구 공릉동 26-21,2 ,0 
전체,상계동아불암아파트,서울특별시 노원구 상계동 덕릉로 780,1 ,2 
전체,상계동양 아파트,서울특별시 노원구 상계동 상계로5길 12,1 ,2 
전체,상계신동아 아파트,서울특별시 노원구 상계동 한글비석로52길 66,1 ,2 
전체,상계주공15단지,서울특별시 노원구 상계동 652,2 ,0 
전체,상계주공16단지아파트,서울특별시 노원구 상계동 624,1 ,1 
전체,서울과학기술대학교,서울특별시 노원구 공릉동 172,3 ,0 
전체,수락리버시티3단지,서울특별시 노원구 상계동 누원로 28,1 ,1 
전체,월계동세양청마루 아파트,서울특별시 노원구 월계동 석계로13길 35,0 ,2 
전체,월계우남 아파트,서울특별시 노원구 월계동 화랑로 355,0 ,2 
전체,월계청백1단지 아파트,서울특별시 노원구 월계동 초안산로 89,1 ,2 
전체,인재개발원,서울특별시 노원구 노원길 130,1 ,2 
전체,중계건영3차아파트,"서울특별시 노원구 노원로22길 71 (중계동, 건영3차아파트)",1 ,1 
전체,중계경남롯데상아 아파트,"서울특별시 노원구 섬밭로 265 (중계동, 경남,롯데,상아아파트)",2 ,0 
전체,중계삼성 아파트,서울특별시 노원구 중계동 중계로14나길 25,1 ,2 
전체,중계센트럴파크,"서울특별시 노원구 덕릉로70가길 21 (상계동, 중계센트럴파크)",1 ,0 
전체,중계우성3차아파트,서울특별시 노원구 중계동 덕릉로 613,0 ,2 
전체,중계주공4단지 아파트,서울특별시 노원구 중계동 덕릉로76길 29,1 ,3 
전체,중계현대2차 아파트,서울특별시 노원구 한글비석로 15길 51,0 ,1 
전체,학여울청구 아파트,서울특별시 노원구 하계동 동일로207길 186,1 ,4 
전체,한국원자력의학원,서울특별시 노원구 공릉동 215-4,1 ,0 
전체,현대그린 아파트,서울특별시 노원구 중계동 중계로8길 39,0 ,2 
전체,화랑타운,서울특별시 노원구 공릉동 화랑로51길 17,1 ,2 
전체,강경대흥시장,충청남도 논산시 강경읍 대흥로 23-1 (대흥리),1 ,0 
전체,강경읍사무소,충청남도 논산시 강경읍 대흥리 7,2 ,0 
전체,강경젓갈시장,충청남도 논산시 강경읍 염천리 20,1 ,0 
전체,강산동신아파트,충청남도 논산시 강산동 시민로307번길 19,1 ,1 
전체,국방대학교,충청남도 논산시 양촌면 거사리 230,2 ,0 
전체,논산 농협하나로마트,충청남도 논산시 대학로 48,2 ,0 
전체,논산계룡교육지원청,충청남도 논산시 취암동 307-2,2 ,0 
전체,논산대림 아파트,충청남도 논산시 부창동 209-4,1 ,2 
전체,논산부영 아파트,충청남도 논산시 강산동 시민로307번길 28,1 ,4 
전체,논산시 농업기술센터,충청남도 논산시 부적면 덕평리 40-8,2 ,0 
전체,논산시 문화예술회관,충청남도 논산시 내동 279-4,1 ,0 
전체,논산제이파크2단지 아파트,충청남도 논산시 내동 시민로258번길 10,1 ,1 
전체,아주아파트,충청남도 논산시 내동 체육로 18,1 ,1 
전체,연무기산 아파트,충청남도 논산시 연무읍 동안로 870,1 ,1 
전체,연무안심시장,충청남도 논산시 연무읍 안심리 19-31,2 ,0 
전체,연산전통시장,충청남도 논산시 연산면 연산리 367-13,2 ,0 
전체,인터불고코아루아파트,충청남도 논산시 대교동 340,0 ,1 
전체,중앙2리주차장,충청남도 논산시 강경읍 중앙리 81-1,1 ,0 
전체,취암리슈빌아파트,충청남도 논산시 취암동 1081,0 ,4 
전체,화지시장,충청남도 논산시 화지동 41-119,2 ,0 
전체,힐스테이트자이논산,충청남도 논산시 내동 1105,0 ,3 
전체,단양보건소,충청북도 단양군 단양읍 상진리 84,1 ,0 
전체,단양성원 아파트,충청북도 단양군 단양읍 별곡리 570,0 ,1 
전체,도담삼봉,충청북도 단양군 매포읍 하괴리 84-1,1 ,0 
전체,매포읍사무소,충청북도 단양군 매포읍 평동리 277-2,1 ,0 
전체,LH대구경북본부,대구광역시 달서구 상화로 272,2 ,0 
전체,나래마을,대구광역시 달서구 도원동 한실로 29,1 ,2 
전체,달서구노인종합복지관,대구광역시 달서구 본동 804-2,1 ,0 
전체,달서시장 공영주차장,대구광역시 달서구 본리동 110-5,2 ,0 
전체,대곡사계절타운,대구광역시 달서구 도원동 한실로 117,1 ,4 
전체,대곡역 화성파크드림,대구광역시 달서구 유천동 달서대로 41,1 ,3 
전체,대곡역화성파크드림위드,대구광역시 달서구 대곡동 비슬로 2734,1 ,2 
전체,대곡주공9단지아람마을,대구광역시 달서구 도원동 한실로 30,1 ,3 
전체,대곡한라하우젠트,대구광역시 달서구 대곡동 비슬로 2724,0 ,2 
전체,대구수목원 제3주차장,대구광역시 달서구 대곡동 1041,1 ,1 
전체,대구월배2차IPARK,대구광역시 달서구 유천동 월배로5길 76,1 ,0 
전체,대성유니드 주유소,대구광역시 달서구 죽전동 218-5,1 ,0 
전체,동방현대타운,대구광역시 달서구 상인동 상인서로 85,1 ,1 
전체,동서장관빌라,대구광역시 달서구 송현동 중흥로 68,0 ,2 
전체,동화로즈빌,대구광역시 달서구 죽전동 죽전1길 81,1 ,1 
전체,두류공원 초급속 EV충전소,대구광역시 달서구 두류동 595,8 ,0 
전체,두류공원 테니스장,대구광역시 달서구 두류동 597-3,2 ,1 
전체,두류보성맨션 아파트,대구광역시 달서구 두류동 두류6길 9,0 ,2 
전체,롯데캐슬레이크,대구광역시 달서구 도원동 상화로58길 86,1 ,3 
전체,미리샘마을,대구광역시 달서구 도원동 한실로 134,1 ,2 
전체,배실공원주차장,대구광역시 달서구 이곡동 1319,2 ,0 
전체,보성은하타운,대구광역시 달서구 상인동 월곡로 320,2 ,5 
전체,본리2차롯데캐슬,대구광역시 달서구 본리동 대명천로 119,1 ,2 
전체,본리롯데캐슬 아파트,대구광역시 달서구 본리동 대명천로 101,1 ,1 
전체,삼정그린빌아파트,대구광역시 달서구 두류동 야외음악당로39길 54,1 ,3 
전체,삼정브리티시용산,대구광역시 달서구 감삼동 달구벌대로 1530,1 ,3 
전체,상인대성스카이렉스 아파트,대구광역시 달서구 상인동 월배로 183,1 ,1 
전체,상인보성맨션,대구광역시 달서구 상인동 상인서로 75,1 ,2 
전체,상인서한타운,대구광역시 달서구 상인동 상인서로 46,1 ,0 
전체,상인역e편한세상1단지 아파트,대구광역시 달서구 상인동 월서로 14,1 ,2 
전체,상인역e편한세상2단지 아파트,대구광역시 달서구 상인동 월서로3길 15,1 ,3 
전체,상인푸르지오,대구광역시 달서구 상인동 상화로 235,1 ,2 
전체,상인화성파크드림1단지,대구광역시 달서구 상인동 송현로7길 10,1 ,4 
전체,상인화성파크드림2단지,대구광역시 달서구 상인동 송현로7길 9,1 ,4 
전체,성당동1공영주차장,대구광역시 달서구 성당동 638-1,1 ,0 
전체,성당동포스코더샵,대구광역시 달서구 성당동 장기로 115,1 ,3 
전체,성당에덴타운,대구광역시 달서구 성당동 성당로33길 16,0 ,2 
전체,성서 한빛마을 아파트,대구광역시 달서구 이곡동 선원남로 99,1 ,4 
전체,성서 한샘타운 아파트,대구광역시 달서구 이곡동 선원남로 77,1 ,3 
전체,성서1차영남우방타운,대구광역시 달서구 용산동 성지로 11,1 ,3 
전체,성서2차영남우방타운,대구광역시 달서구 용산동 이곡공원로 83,0 ,3 
전체,성서무지개타운,대구광역시 달서구 선원로 171,1 ,0 
전체,성서삼성한국형,대구광역시 달서구 호산로 126,2 ,0 
전체,성서우방유쉘 아파트,대구광역시 달서구 파호동 달구벌대로 995,1 ,2 
전체,성서우방타운,대구광역시 달서구 이곡동 계대동문로 123,1 ,0 
전체,성서청남타운,대구광역시 달서구 이곡동 성서서로 330,0 ,2 
전체,송현2동공영주차장,대구광역시 달서구 송현동 496-2,1 ,0 
전체,송현월성아파트,대구광역시 달서구 송현동 1909-27,0 ,3 
전체,앞산청구제네스,대구광역시 달서구 월배로 340,1 ,0 
전체,용산동서우방타운,대구광역시 달서구 용산동 장산로 20,1 ,1 
전체,용산롯데캐슬그랜드,대구광역시 달서구 용산동 장산남로 33,2 ,0 
전체,용산청구블루빌타운,대구광역시 달서구 용산동 용산로 254,1 ,1 
전체,월드마크웨스트엔드 아파트,대구광역시 달서구 감삼동 와룡로 169,1 ,3 
전체,월배1차아이파크,대구광역시 달서구 유천동 조암남로 182,1 ,4 
전체,월배역라온프라이빗,대구광역시 달서구 진천동 72,0 ,1 
전체,월배역포스코더샵 아파트,대구광역시 달서구 진천동 월서로 51,1 ,0 
전체,월배힐스테이트,대구광역시 달서구 대천동 조암남로 132,1 ,2 
전체,월성동삼성래미안 아파트,대구광역시 달서구 월성동 상원로 143,1 ,3 
전체,월성동서타운,대구광역시 달서구 월성동 학산로7길 5,0 ,3 
전체,월성코오롱하늘채1단지,대구광역시 달서구 조암남로16길 19,1 ,3 
전체,월성화성타운,대구광역시 달서구 월성동 학산로2길 27,1 ,0 
전체,월촌화성타운 아파트,대구광역시 달서구 상인동 송현로7길 41,1 ,2 
전체,유천포스코더샵 아파트,대구광역시 달서구 유천동 달서대로 67,1 ,3 
전체,진천역AK그랑폴리스,대구광역시 달서구 유천동 월배로11길 33,2 ,0 
전체,진천역대성스카이렉스,대구광역시 달서구 진천동 월배로 80,1 ,2 
전체,진천역대우이안 아파트,대구광역시 달서구 진천동 진천로 18길 10,0 ,2 
전체,진천코오롱하늘채,대구광역시 달서구 진천동 상화로 65,0 ,2 
전체,학산근린공원삼거리주차장,대구광역시 달서구 본동 1119,1 ,0 
전체,협성휴포레월성,대구광역시 달서구 조암로10길 11,1 ,0 
전체,홈플러스 상인점,대구광역시 달서구 월배로 183,1 ,0 
전체,lh옥포천년나무2단지,대구광역시 달성군 옥포읍 돌미로 51,1 ,3 
전체,가창체육공원,대구광역시 달성군 가창면 대일리 319-1,1 ,0 
전체,남대구지사,대구광역시 달성군 화원읍 비슬로509길 26,2 ,7 
전체,네이처파크 스파벨리,대구광역시 달성군 가창면 가창로 891(가창면 냉천리),1 ,0 
전체,달성2차청아람 아파트,대구광역시 달성군 구지면 과학마을로2길 6,1 ,4 
전체,달성유통센터,대구광역시 달성군 화원읍 성천로 9,1 ,0 
전체,달성종합스포츠파크,대구광역시 달성군 현풍읍 현풍동로 180,1 ,1 
전체,대곡역그린빌,대구광역시 달성군 화원읍 명천로 57,1 ,1 
전체,대곡역그린빌아파트,대구광역시 달성군 화원읍 명천로 57,0 ,2 
전체,대구교도소,대구광역시 달성군 하빈면 하빈로 202,3 ,0 
전체,대실역e-편한세상,대구광역시 달성군 다사읍 죽곡1길 42,1 ,3 
전체,명곡미래빌1단지,대구광역시 달성군 화원읍 명곡로 11,0 ,8 
전체,북죽곡엠코타운더솔레뉴,대구광역시 달성군 다사읍 세천로 160,1 ,3 
전체,제일풍경채더퍼스트,대구광역시 달성군 현풍면 테크노상업로 49,1 ,3 
전체,제일풍경채센트럴,대구광역시 달성군 유가면 테크노대로 165,1 ,4 
전체,천내보성타운,대구광역시 달성군 화원읍 화원로 37,0 ,1 
전체,청구청탑맨션,대구광역시 달성군 화원읍 비슬로 2674,0 ,2 
전체,테크노폴리스반도유보라,대구광역시 달성군 유가면 테크노대로 195,1 ,3 
전체,테크노폴리스서한이다음,대구광역시 달성군 현풍면 테크노상업로 33,1 ,3 
전체,테크노폴리스진아리채,대구광역시 달성군 유가면 테크노대로5길 79,1 ,0 
전체,평광행복타운 아파트,대구광역시 달성군 논공읍 논공중앙로22길 12,0 ,2 
전체,한국생산기술연구원(달성),대구광역시 달성군 유가읍 테크노순환로 320,2 ,0 
전체,한국폴리텍대학 달성캠퍼스,대구광역시 달성군 논공읍 논공로 226,1 ,0 
전체,한빛타운,대구광역시 달성군 화원읍 비슬로491길 13,0 ,2 
